0.00115 0.00296 -0.00034 -0.00082 0.00344 0.00824 0.00428 -0.00200 0.00000 0.00000 0.00279 0.00000 -0.00126 -0.00302 0.00601 -0.00100 0.00000 0.00000 0.00109 0.00000 0.00049 0.00105 0.00083 0.00095 0.00024 0.00049 -0.00000 0.00041 0.00045 0.00081 -0.00046 0.00074 0.00025 0.00047 -0.00033 0.00026 0.00061 0.00111 -0.00109 0.00037 0.00047 0.00099 -0.00072 0.00000 0.00182 0.00392 -0.00246 -0.00095 0.04055 0.06217 0.02684 -0.02509 0.00000 0.00000 0.25408 0.00000 -0.01485 -0.02276 0.04858 -0.01255 0.00000 0.00000 0.03241 0.00000 0.00241 0.00342 0.00322 0.00515 0.00296 0.00273 -0.00134 0.00678 0.00142 0.00180 -0.00185 0.00271 0.00214 0.00184 -0.00424 0.00303 0.00194 0.00246 -0.00419 0.00136 0.00592 0.00547 -0.01308 0.00000 0.00897 0.01277 -0.01464 -0.00515 0.05530 0.05542 -0.04698 -0.04583
0.00067 0.00171 -0.00082 0.00061 0.00344 0.00824 -0.00200 0.00428 0.00000 0.00000 0.00000 0.00279 -0.00470 -0.01125 -0.00100 0.00255 -0.00133 -0.00342 0.00000 -0.00081 -0.00182 -0.00392 0.00095 -0.00246 -0.00041 -0.00086 0.00041 -0.00048 -0.00045 -0.00081 0.00074 -0.00046 -0.00014 -0.00027 0.00026 -0.00003 -0.00016 -0.00030 0.00037 0.00018 0.00000 0.00000 0.00000 0.00023 0.00049 0.00105 -0.00095 0.00083 0.04055 0.06217 -0.02509 0.02684 0.00000 0.00000 0.00000 0.25408 -0.05539 -0.08493 -0.01255 0.00512 -0.06387 -0.06400 0.00000 -0.07344 -0.00897 -0.01277 0.00515 -0.01464 -0.00513 -0.00473 0.00678 -0.00917 -0.00142 -0.00180 0.00271 -0.00185 -0.00124 -0.00106 0.00303 -0.00074 -0.00052 -0.00066 0.00136 0.00050 0.00000 0.00000 0.00000 0.00258 0.00241 0.00342 -0.00515 0.00322 0.03193 0.03200 -0.04583 0.00594
0.00025 0.00049 -0.00025 -0.00025 0.00086 0.00239 -0.00067 -0.00115 0.00066 0.00181 -0.00012 -0.00045 0.00186 0.00674 0.00000 0.00000 0.00066 0.00181 -0.00012 0.00045 0.00086 0.00239 -0.00067 0.00115 0.00025 0.00049 -0.00025 0.00025 0.00026 0.00049 -0.00041 0.00024 0.00010 0.00017 -0.00016 0.00004 0.00015 0.00026 -0.00029 0.00000 0.00010 0.00017 -0.00016 -0.00004 0.00026 0.00049 -0.00041 -0.00024 0.00461 0.01287 -0.00532 -0.00922 0.05113 0.10048 -0.01485 -0.05539 0.02360 0.06439 0.00000 0.00000 0.05113 0.10048 -0.01485 0.05539 0.00461 0.01287 -0.00532 0.00922 0.00297 0.00596 -0.00657 0.00657 0.00076 0.00137 -0.00170 0.00098 0.00072 0.00094 -0.00194 0.00052 0.00042 0.00060 -0.00099 0.00000 0.00072 0.00094 -0.00194 -0.00052 0.00076 0.00137 -0.00170 -0.00098 0.00297 0.00596 -0.00657 -0.00657
-0.00049 -0.00108 0.00056 0.00056 -0.00239 -0.00518 0.00171 0.00296 -0.00181 -0.00480 0.00034 0.00125 -0.00674 -0.01608 0.00000 0.00000 -0.00181 -0.00480 0.00034 -0.00125 -0.00239 -0.00518 0.00171 -0.00296 -0.00049 -0.00108 0.00056 -0.00056 -0.00049 -0.00082 0.00086 -0.00049 -0.00017 -0.00032 0.00031 -0.00008 -0.00026 -0.00038 0.00054 0.00000 -0.00017 -0.00032 0.00031 0.00008 -0.00049 -0.00082 0.00086 0.00049 -0.01287 -0.01778 0.01024 0.01774 -0.10048 -0.10211 0.02276 0.08493 -0.06439 -0.10066 0.00000 0.00000 -0.10048 -0.10211 0.02276 -0.08493 -0.01287 -0.01778 0.01024 -0.01774 -0.00596 -0.00388 0.00935 -0.00935 -0.00137 -0.00139 0.00288 -0.00167 -0.00094 -0.00033 0.00246 -0.00066 -0.00060 -0.00050 0.00152 0.00000 -0.00094 -0.00033 0.00246 0.00066 -0.00137 -0.00139 0.00288 0.00167 -0.00596 -0.00388 0.00935 0.00935
0.00025 0.00056 -0.00007 -0.00028 0.00067 0.00171 0.00061 -0.00082 0.00012 0.00034 0.00073 -0.00008 0.00000 0.00000 0.00279 0.00000 0.00012 0.00034 0.00073 0.00008 0.00067 0.00171 0.00061 0.00082 0.00025 0.00056 -0.00007 0.00028 0.00041 0.00086 -0.00048 0.00041 0.00016 0.00031 -0.00022 0.00008 0.00029 0.00054 -0.00048 0.00000 0.00016 0.00031 -0.00022 -0.00008 0.00041 0.00086 -0.00048 -0.00041 0.00532 0.01024 0.00276 -0.00734 0.01485 0.02276 0.04858 -0.01255 0.00000 0.00000 0.02775 0.00000 0.01485 0.02276 0.04858 0.01255 0.00532 0.01024 0.00276 0.00734 0.00657 0.00935 -0.00571 0.01031 0.00170 0.00288 -0.00265 0.00207 0.00194 0.00246 -0.00419 0.00136 0.00099 0.00152 -0.00209 0.00000 0.00194 0.00246 -0.00419 -0.00136 0.00170 0.00288 -0.00265 -0.00207 0.00657 0.00935 -0.00571 -0.01031
0.00025 0.00056 -0.00028 -0.00007 0.00115 0.00296 -0.00082 -0.00034 0.00045 0.00125 -0.00008 0.00044 0.00000 0.00000 0.00000 0.00279 -0.00045 -0.00125 0.00008 0.00044 -0.00115 -0.00296 0.00082 -0.00034 -0.00025 -0.00056 0.00028 -0.00007 -0.00024 -0.00049 0.00041 -0.00000 -0.00004 -0.00008 0.00008 0.00005 0.00000 0.00000 0.00000 0.00012 0.00004 0.00008 -0.00008 0.00005 0.00024 0.00049 -0.00041 -0.00000 0.00922 0.01774 -0.00734 -0.00571 0.05539 0.08493 -0.01255 0.00512 0.00000 0.00000 0.00000 0.02775 -0.05539 -0.08493 0.01255 0.00512 -0.00922 -0.01774 0.00734 -0.00571 -0.00657 -0.00935 0.01031 -0.00571 -0.00098 -0.00167 0.00207 -0.00026 -0.00052 -0.00066 0.00136 0.00050 0.00000 0.00000 0.00000 0.00042 0.00052 0.00066 -0.00136 0.00050 0.00098 0.00167 -0.00207 -0.00026 0.00657 0.00935 -0.01031 -0.00571
0.00026 0.00049 -0.00024 -0.00041 0.00086 0.00201 -0.00049 -0.00182 0.00086 0.00239 0.00000 -0.00133 0.00410 0.01419 0.00126 -0.00470 0.00186 0.00674 0.00000 0.00000 0.00410 0.01419 -0.00344 0.00344 0.00086 0.00239 -0.00115 0.00067 0.00086 0.00201 -0.00182 0.00049 0.00026 0.00049 -0.00047 0.00000 0.00031 0.00050 -0.00061 -0.00016 0.00015 0.00026 -0.00025 -0.00014 0.00031 0.00050 -0.00045 -0.00045 0.00297 0.00596 -0.00241 -0.00897 0.02859 0.03861 0.00000 -0.06387 0.05113 0.10048 0.01485 -0.05539 0.32438 0.41630 0.00000 0.00000 0.05113 0.10047 -0.04055 0.04055 0.02859 0.03861 -0.05530 0.03193 0.00297 0.00596 -0.00897 0.00241 0.00173 0.00207 -0.00592 0.00000 0.00072 0.00094 -0.00194 -0.00052 0.00081 0.00075 -0.00214 -0.00124 0.00072 0.00094 -0.00142 -0.00142 0.00173 0.00207 -0.00296 -0.00513
-0.00049 -0.00082 0.00049 0.00086 -0.00201 -0.00327 0.00105 0.00392 -0.00239 -0.00518 0.00000 0.00342 -0.01419 -0.02778 -0.00302 0.01125 -0.00674 -0.01608 0.00000 0.00000 -0.01419 -0.02777 0.00824 -0.00824 -0.00239 -0.00518 0.00296 -0.00171 -0.00201 -0.00327 0.00392 -0.00105 -0.00049 -0.00082 0.00099 0.00000 -0.00050 -0.00062 0.00111 0.00030 -0.00026 -0.00038 0.00047 0.00027 -0.00050 -0.00062 0.00081 0.00081 -0.00596 -0.00388 0.00342 0.01277 -0.03861 -0.00629 0.00000 0.06400 -0.10048 -0.10211 -0.02276 0.08493 -0.41630 -0.26841 0.00000 0.00000 -0.10047 -0.10211 0.06217 -0.06217 -0.03861 -0.00628 0.05542 -0.03200 -0.00596 -0.00388 0.01277 -0.00342 -0.00207 0.00067 0.00547 0.00000 -0.00094 -0.00033 0.00246 0.00066 -0.00075 0.00037 0.00184 0.00106 -0.00094 -0.00033 0.00180 0.00180 -0.00207 0.00067 0.00273 0.00473
0.00024 0.00049 -0.00000 -0.00041 0.00049 0.00105 0.00083 -0.00095 0.00000 0.00000 0.00109 0.00000 -0.00126 -0.00302 0.00601 0.00100 0.00000 0.00000 0.00279 0.00000 0.00344 0.00824 0.00428 0.00200 0.00115 0.00296 -0.00034 0.00082 0.00182 0.00392 -0.00246 0.00095 0.00047 0.00099 -0.00072 0.00000 0.00061 0.00111 -0.00109 -0.00037 0.00025 0.00047 -0.00033 -0.00026 0.00045 0.00081 -0.00046 -0.00074 0.00241 0.00342 0.00322 -0.00515 0.00000 0.00000 0.03241 0.00000 -0.01485 -0.02276 0.04858 0.01255 0.00000 0.00000 0.25408 0.00000 0.04055 0.06217 0.02684 0.02509 0.05530 0.05542 -0.04698 0.04583 0.00897 0.01277 -0.01464 0.00515 0.00592 0.00547 -0.01308 0.00000 0.00194 0.00246 -0.00419 -0.00136 0.00214 0.00184 -0.00424 -0.00303 0.00142 0.00180 -0.00185 -0.00271 0.00296 0.00273 -0.00134 -0.00678
0.00041 0.00086 -0.00041 -0.00048 0.00182 0.00392 -0.00095 -0.00246 0.00133 0.00342 0.00000 -0.00081 0.00470 0.01125 0.00100 0.00255 0.00000 0.00000 0.00000 0.00279 -0.00344 -0.00824 0.00200 0.00428 -0.00067 -0.00171 0.00082 0.00061 -0.00049 -0.00105 0.00095 0.00083 0.00000 0.00000 0.00000 0.00023 0.00016 0.00030 -0.00037 0.00018 0.00014 0.00027 -0.00026 -0.00003 0.00045 0.00081 -0.00074 -0.00046 0.00897 0.01277 -0.00515 -0.01464 0.06387 0.06400 0.00000 -0.07344 0.05539 0.08493 0.01255 0.00512 0.00000 0.00000 0.00000 0.25408 -0.04055 -0.06217 0.02509 0.02684 -0.03193 -0.03200 0.04583 0.00594 -0.00241 -0.00342 0.00515 0.00322 0.00000 0.00000 0.00000 0.00258 0.00052 0.00066 -0.00136 0.00050 0.00124 0.00106 -0.00303 -0.00074 0.00142 0.00180 -0.00271 -0.00185 0.00513 0.00473 -0.00678 -0.00917
0.00010 0.00017 -0.00004 -0.00016 0.00026 0.00049 0.00000 -0.00047 0.00025 0.00049 0.00009 -0.00034 0.00086 0.00239 0.00067 -0.00115 0.00066 0.00181 0.00033 -0.00033 0.00186 0.00674 0.00000 0.00000 0.00066 0.00181 -0.00045 0.00012 0.00086 0.00239 -0.00133 0.00000 0.00025 0.00049 -0.00034 -0.00009 0.00026 0.00049 -0.00041 -0.00024 0.00010 0.00017 -0.00012 -0.00012 0.00015 0.00026 -0.00014 -0.00025 0.00076 0.00137 0.00000 -0.00196 0.00297 0.00596 0.00241 -0.00897 0.00461 0.01287 0.00532 -0.00922 0.05113 0.10047 0.04055 -0.04055 0.02360 0.06439 0.00000 0.00000 0.05113 0.10048 -0.05539 0.01485 0.00461 0.01287 -0.01065 0.00000 0.00297 0.00596 -0.00897 -0.00241 0.00076 0.00137 -0.00170 -0.00098 0.00072 0.00094 -0.00142 -0.00142 0.00042 0.00060 -0.00049 -0.00086 0.00072 0.00094 -0.00052 -0.00194
-0.00017 -0.00032 0.00008 0.00031 -0.00049 -0.00082 0.00000 0.00099 -0.00049 -0.00108 -0.00021 0.00077 -0.00239 -0.00518 -0.00171 0.00296 -0.00181 -0.00480 -0.00092 0.00092 -0.00674 -0.01608 0.00000 0.00000 -0.00181 -0.00480 0.00125 -0.00034 -0.00239 -0.00518 0.00342 0.00000 -0.00049 -0.00108 0.00077 0.00021 -0.00049 -0.00082 0.00086 0.00049 -0.00017 -0.00032 0.00022 0.00022 -0.00026 -0.00038 0.00027 0.00047 -0.00137 -0.00139 0.00000 0.00333 -0.00596 -0.00388 -0.00342 0.01277 -0.01287 -0.01778 -0.01024 0.01774 -0.10047 -0.10211 -0.06217 0.06217 -0.06439 -0.10066 0.00000 0.00000 -0.10048 -0.10211 0.08493 -0.02276 -0.01287 -0.01778 0.02048 0.00000 -0.00596 -0.00388 0.01277 0.00342 -0.00137 -0.00139 0.00288 0.00167 -0.00094 -0.00033 0.00180 0.00180 -0.00060 -0.00050 0.00076 0.00131 -0.00094 -0.00033 0.00066 0.00246
0.00004 0.00008 0.00005 -0.00008 0.00000 0.00000 0.00023 0.00000 -0.00009 -0.00021 0.00017 0.00014 -0.00067 -0.00171 0.00061 0.00082 -0.00033 -0.00092 0.00059 0.00016 0.00000 0.00000 0.00279 0.00000 0.00045 0.00125 0.00044 0.00008 0.00133 0.00342 -0.00081 0.00000 0.00034 0.00077 -0.00031 -0.00014 0.00041 0.00086 -0.00048 -0.00041 0.00012 0.00022 -0.00008 -0.00016 0.00014 0.00027 -0.00003 -0.00026 0.00000 0.00000 0.00093 0.00000 -0.00241 -0.00342 0.00322 0.00515 -0.00532 -0.01024 0.00276 0.00734 -0.04055 -0.06217 0.02684 0.02509 0.00000 0.00000 0.02775 0.00000 0.05539 0.08493 0.00512 0.01255 0.01065 0.02048 -0.00994 0.00000 0.00897 0.01277 -0.01464 -0.00515 0.00170 0.00288 -0.00265 -0.00207 0.00142 0.00180 -0.00185 -0.00271 0.00049 0.00076 -0.00021 -0.00109 0.00052 0.00066 0.00050 -0.00136
0.00016 0.00031 -0.00008 -0.00022 0.00047 0.00099 0.00000 -0.00072 0.00034 0.00077 0.00014 -0.00031 0.00115 0.00296 0.00082 -0.00034 0.00033 0.00092 0.00016 0.00059 0.00000 0.00000 0.00000 0.00279 -0.00012 -0.00034 0.00008 0.00073 0.00000 0.00000 0.00000 0.00109 0.00009 0.00021 -0.00014 0.00017 0.00024 0.00049 -0.00041 -0.00000 0.00012 0.00022 -0.00016 -0.00008 0.00025 0.00047 -0.00026 -0.00033 0.00196 0.00333 0.00000 -0.00384 0.00897 0.01277 0.00515 -0.01464 0.00922 0.01774 0.00734 -0.00571 0.04055 0.06217 0.02509 0.02684 0.00000 0.00000 0.00000 0.02775 -0.01485 -0.02276 0.01255 0.04858 0.00000 0.00000 0.00000 0.00700 0.00241 0.00342 -0.00515 0.00322 0.00098 0.00167 -0.00207 -0.00026 0.00142 0.00180 -0.00271 -0.00185 0.00086 0.00131 -0.00109 -0.00146 0.00194 0.00246 -0.00136 -0.00419
0.00015 0.00026 0.00000 -0.00029 0.00031 0.00050 0.00016 -0.00061 0.00026 0.00049 0.00024 -0.00041 0.00086 0.00201 0.00133 -0.00133 0.00086 0.00239 0.00115 -0.00067 0.00410 0.01419 0.00470 -0.00126 0.00186 0.00674 0.00000 0.00000 0.00410 0.01419 -0.00470 -0.00126 0.00086 0.00239 -0.00115 -0.00067 0.00086 0.00201 -0.00133 -0.00133 0.00026 0.00049 -0.00024 -0.00041 0.00031 0.00050 -0.00016 -0.00061 0.00072 0.00094 0.00052 -0.00194 0.00173 0.00207 0.00296 -0.00513 0.00297 0.00596 0.00657 -0.00657 0.02859 0.03861 0.05530 -0.03193 0.05113 0.10048 0.05539 -0.01485 0.32438 0.41630 0.00000 0.00000 0.05113 0.10048 -0.05539 -0.01485 0.02859 0.03861 -0.05530 -0.03193 0.00297 0.00596 -0.00657 -0.00657 0.00173 0.00207 -0.00296 -0.00513 0.00072 0.00094 -0.00052 -0.00194 0.00081 0.00075 0.00000 -0.00247
-0.00026 -0.00038 0.00000 0.00054 -0.00050 -0.00062 -0.00030 0.00111 -0.00049 -0.00082 -0.00049 0.00086 -0.00201 -0.00327 -0.00287 0.00287 -0.00239 -0.00518 -0.00296 0.00171 -0.01419 -0.02778 -0.01125 0.00302 -0.00674 -0.01608 0.00000 0.00000 -0.01419 -0.02778 0.01125 0.00302 -0.00239 -0.00518 0.00296 0.00171 -0.00201 -0.00327 0.00287 0.00287 -0.00049 -0.00082 0.00049 0.00086 -0.00050 -0.00062 0.00030 0.00111 -0.00094 -0.00033 -0.00066 0.00246 -0.00207 0.00067 -0.00273 0.00473 -0.00596 -0.00388 -0.00935 0.00935 -0.03861 -0.00628 -0.05542 0.03200 -0.10048 -0.10211 -0.08493 0.02276 -0.41630 -0.26841 0.00000 0.00000 -0.10048 -0.10211 0.08493 0.02276 -0.03861 -0.00628 0.05542 0.03200 -0.00596 -0.00388 0.00935 0.00935 -0.00207 0.00067 0.00273 0.00473 -0.00094 -0.00033 0.00066 0.00246 -0.00075 0.00037 0.00000 0.00212
